English	Field	Amharic 
mesosphere	Gg	ስሯፅ ህዋ
mesosphere	Py	ሜዞስፌር
mesotherms	Gg	ሰሯፅግልወዳድ
mesothorax	Zo	መሂል እምቢያ
Mesozoic	Gl	ዘመነ ማዕከል ሕይወት
Mesozoci era	Gg	ማእከለ ዘመን
mesozone	Gl	ማዕከለ ቀጣና
metabolism	Ag	ግንባንዲት
metabolism	Bt	ግንባንደት
metabolism	Me	ገንባፍራሽ  ቅንባሮ
metabolite	Bt	አገንቢንዲት
metacarpals	Me	አፅመ መዳፎች
metacarpals	Zo	አፅመ መዳፎች
metal	Ch	ብረት አስተኔ
metalled road	Gg	ጠፍጠፍ
metallergical process	Ch	ስነብረት አስተኔ ሂደት
metallic	Gl	ብረት መሰል
metallic	Py	ማዕድናዊ
metalliferous deposit	Gl	ብረታብረት ክምችት
metallurgy	Gl	ስነብረታብረት
metalurgy	Ch	ስነብረት አስተኔ
metal works	Em	ብረታ ብረት ሥራ
metamere	Zo	ክርክረ አካል
metameter	St	ልውጥ መስፈርት
metamorphic rock	Gg	ልውጤ ድንጋይ
metamorphie facies	Gl	አካባቢያዊ ልውጤ አካል
metamorphism	Gg	ልውጠት
metamorphism	Gl	ሜታሞርፊዝም
metamorphosis	Zo	ልውጠተ ቅርጽ
metanephros	Zo	ዳህራይ ኩላሊት
metaphase	Zo	ሰቄ ደረጃ
metaqaurtizite	Gl	ኤኳርዚት
metastability	Ch	ድርስነት
metastable	Ch	ድርስ
metastable	Py	ያልተረጋጋ
metastatis	Me	አኮረት
metatarsals	Me	ቀስተግር አፅም
metatarsals	Zo	አፅመ ጫማዎች
metathorax	Zo	ድሂር እምቢያ
metazoa	Me	ህዋስ ብዙ ነፍሳት
metazoa	Zo	ብዙህዋስ እንሰሳ
meteor	Gg	በረቅ
meteor	Gl	ተወርዋሪ ኮከብ
meteor	Py	ተወርዋሪ ሰማያዊ አካል (ሜቲዮር)
meteoric water	GI	ዝናመ ውሃ
meterorite	Gg	ዱቤ፟ በረቅ
meteroid	GI	ሰማይ ወረድ
meterology	Gy	ንብረተ አየር
metero swarm	Py	የተወርዋሪ ሰማያዊ አካል መንጋ (የሜትዮር መንጋ)
meter (n)	Ch	ሜትር
meter (suffix)	Ch	መለኪያ
meter	Ma	ሜትር
meter band	Py	ሜትርባንድ
methanol	Ch	ሜታኖል
methionine	Nu	ሜቶኒን
method	Ch	ዘዴ
method	Py	ዘዬ
metric system	Ma	ሥርዓተ ሜትር
mica	GI	ማይካ
micelle	Ch	ስብስቢት
Michelson Morley experiment	Py	ማይክልሰን-ሞርሌይ ፍትሸት
micrite	GI	ሚክሪት
micro (prefix)	Ch	ደቂቅ
micro	Me	ደቂቅ
microbe	Me	ሚክሮብ
microbiological assay	St	በረቂቅ ህዋሳት ላይ የተመሰረተ ስነሕይወታዊ ጥናት
microbody	Bt	ደቂቅ አካል
microclimate	Bt	ደቂቅ ቅጣየር
microclimate	Gg	ጥቅ፟ን አየር ቅጥ
microclimate	GI	ረቂቅ አየር ቅጥ
microenvironment	Bt	ደቂቅ አካባቢ
microfarad	Py	ሚክሮፋራድ
microfibril	Bt	ደቂቅ ቃጫ
microflora	Gg	ጠቀንበብ (ጠቀንብብ) /ጠቀን = በጣም አናሳ/
microfossils	GI	ረቂቅ ቅርስ ሕይወት
micrograin	GI	ረቂቅ ኢኒን
microgranite	GI	ረቂቅ ግራኒት
microgranular	GI	ባለ ረቂቅ ኢኒን
micrometer	Py	ሚክሮሜትር
micron	Py	ሚክሮን
micronucleus	Bt	ደቂቅ ኑክለስ
micronutrient	Bt	ደቂቅ ንጥረ ምግብ
micronutrients soil	Ag	ምጥን አፈር ምግቦች (ማወፈሪያዎች)
microorganism	Bt	ደቂቅ ዘአካል
micro-organism	Me	ጥቅን ህዋስ
micro paleontology	GI	ስነ ጥቅን ቅርስ ሕይወት
micro-pipette	Ch	ደቂቅ ምጥነኛ
microprocessor	Em	ማይክሮ ፕሮሴሰር
microprogram	Em	ማይክሮ ፕሮግራም
micropyle	Bt	ረቂበስ
microscope	Bt	ማይክሮስኮፕ
microscope	Me	አጉሊ መነፅር
microscope	Py	ሚክሮስኮፕ
microscope slide (glass slide)	Bt	ሽርት መስተዋት
microscopic	Bt	ማይክሮስኮፓዊ
microscopic	Py	ሚክሮስፓኮፓዊ
microsporangium	Bt	ደቂቅ ማደረዱኬ
microspore	Bt	ደቂቅ ዱኬ
microtherms	Gg	ጥቀን ግልወዳድ
microwave	Em	ማይክሮ ሞገድ
microwave	Gg	ጥቅን ሞገድ
microwave	Py	ሚክሮዌቭ
micturition	Me	መሽናት (ሽናት)
midbrain	Me	መሃላይ አንጎል
midbrain	Zo	መሂል አንጎል
middle ear	Zo	መሃለኛ ጆሮ
middle finger	Me	መሃልጣት
middle lammela	Bt	ገበር መጣብቅ
middle latitude	Gg	ማእከላዊ ኬክሮስ
mideoceanic ridges	GI	ማዕከለ ውቅያኖስ ሸንተረር
midget	zo	ድውይ
midnight sun	Gg	መንፈቀ ሌሊት ፀሃይ
mid point	Ma	ማልነጥብ (መሃል ነጥብ)
mid-range	st	ገሚስ ርቀት
mid-rib	Bc	ቅጠል ደንደስ
mid-span	Bc	መልርምድ
midtide	Gg	መንፈ
mid-year population	St	አመት አጋማሽ የሕዝብ ቁጥር ግምት
migmatite	GI	ምግማቲት
migraine	Me	ገሚስ ራስምታት
migrate	Gg	መፍለስ
migration	Py	ስደት
migration	St	ፍልሰት
migration	Zo	ፍልሰት
migration of ions	Py	የአዮኖች ስደት
migratory phase	Zo	ወቅተ ፍልሰት
mild (climate)	Gg	አብራጅ (አየር ቅጥ)
mile	Ma	ማይል
milimeter	Ma	ሚሊ ሜትር
milk (cow's)	Me	ወተት
milk (powdered)	Me	ወተት ዱቄት
milk ducts	Ag	አፍላን ሀሊብ
milk ejection	Nu	ወተት አወጣጥ
milk let down	Nu	ወተት ልወቀት (ከጡት)
milk of lime	Ch	ብጥብጥ ኖራ
milk of magnezia	Ch	ማግኒዝያ ወተት
milk of sulfur	Ch	ወተቴ ድኝ
milk products	Nu	ወተት ውጤት
milk replacer	Ag	ወተት ትኪ
milk teeth	Zo	ምስሬ
milkway	Py	ፍኖተ ሃሊብ
milky way	Gg	ጥርጊያ
millibar	Gg	ሚሊባር
millibar	Py	ሚሊባር
Millikan's oil drop	Py	የሚሊካን ዘይት ጠብታ
milling	Em	ሽክርክሮሽ ቀረፃ
millipede	Zo	ሺእግሬ
minature	Py	ድቅ
minaturize (v)	Py	ድቅየታ
mine	GI	ማዕድን ቦታ
mineral	Bt	ሚኒራል
mineral	Ch	ሚኒራል
mineral	Ch	ማእድን
mineral	Gl	ሚኒራል
mineral	Nu	ማእድን (ማእድናት)
mineral acid	Ch	ሚኒራል አሲድ
mineral deposity	GI	ማእድን ክምችት
mineral fuel	Gg	ነዳጅ ማእድን
mineralization	Nu	ማስማእድን
mineral salts	Nu	ማእድናዊ ጨው
mineral water	Nu	ማእድን ውሃ
minerology	GI	ስነ ሚኒራል
minimization	Ma	አንእሶት
minimize	Ma	ማምነስ (ማንእስ)
minimum	Ma	መንእስ
minimum	Py	አነስተኛ
minimum	St	ዝቅተኛ
minimum deviation	Py	የአነስተኛ ዝባት
minimum rate of increase	Gg	መንእስ ጭምረት እግግ
minimum thermometer	Gg	መንእስ ሙቀት ሜትር
minimum variance estimator	St	ዝቅተኛ ልይይት መገመቻ
mining geology	GI	ስነ ማዕድን
minor	Me	ቀላል (ንኡስ)
minor arc	Ma	ንዑስ ቅስት
minor axis	Ma	ንዑስ አክሲስ
minority	Py	አናሳ
minuend	Ma	ተቀናሽ
minus	Ma	ሲቀነስ
minus	Gg	ጥብርብር
mirage	Py	ራዕይ
mirror	Py	መስተዋት (መስታይት)
miscibility	Ch	ተቀላቃይነት
miscible	Ch	ተቀላቃይ
miscros	GI	ትዕይንተ ረቂቅ
misfit stream	Gg	እርገተ ጅረት
misfit river	GI	ማይመስል ወንዝ
missile	Py	ሚሳይል
mist	Gg	ጭጋግ
mistral	Gg	ጎደሪ ነፋስ
mitochondrion	Bt	ሃይለዋስ (ሃይለህዋስ)
mitochondrion	Me	ሃይለህዋስ
mitosis	Ag	ክፍያ ንቃዮት
mitosis	Zo	እኳሌ
mitral valve	Me	ጥንድ ክፍክድ
mitre block	Em	አንጠበዘዌ (ዘዌ አንድ ጡብ)
mitre joint	Bc	ምትዙን ገጠም
mix	Bc	ማደባለቅ
mix (to)	Ch	መደባለቅ
mixed bud	Bt	ቅይጥ ጓእ
mixed culture	Bt	ድብልቅ ከልቸር
mixed farming	Ag	ዝንቅ ግብርና
mixed farming	Gg	ድብልቅ ግብርና
mixer	Ch	መደባለቅያ
mixing ration	Py	የቅመማ ውድር
mixotroph	Bt	ድብልቅ ምግብ
mixture	Bc	ድብልቅ
mixture	Ch	ድብልቅ
mixture	Py	ቅመም
MKS system	Py	የሜኪሲ ስርዓት
mobile	Py	ተንቀሳቃሽ
mobility	Py	ተንቀሳቃሽነት
mock moon	Gg	ውሽ ጨረቃ (ከ"ዋሸ")
mock sun	Gg	ውሽ ፀሃይ
mode	Ch	ስልት
mode	Py	መሞድ
mode	St	ዝውትር
mode of productiopn	Gg	ስልተ ምርት
model	Bt	ሞዴል
midel	Ch	ሞዴል
model	Py	ሞዴል
model	St	ሞዴል
moderate breeze	Gg	መካከለኛ ለምነፋስ
moderate gale	Gg	መካከለኛ ወጀብ
moderate gradient	Gg	ማህሌ ጽፈት
moderator	Py	አረጋጊ
modern	Py	ዘመናዊ
modernize	Gg	ማዘመን
modern physics	Py	ዘመናዊ ፈዚካ
modulated wave	Py	የተከመከመ ሞገድ
modulation	Em	ርክርክ
modulation	Py	ክምክመት
modulo arithmetic	Ma	ግድፍ አሪትሜቲክ (ስነ ቁጥር)
modulus (of complex no)	Ma	የድርብ ቁጥር ንጥረ እሴት
modulus	Py	ጠቋሚ
modulus of elasticity	Py	የልስትክነት ጠቋሚ
modulus of rigidity	Py	የግትርነት ጠቋሚ
mohair	Ag	ሎፊሳ
Moho discontinuity	GI	ሞሆ ተቋርጦሽ
moist	Gg	ርጥብ
moisture	Ag	ርጥበት
moisture	Gg	ርጥበት
moisture deficiency	Gg	ጉድለተ ርጥበት
moisture laden wind	Gg	ርጥበት አዘል ነፋስ
moisture surplus	Gg	ተረፈርጥበት
molality	Ch	ሞላሊቲ
molar	Ch	ሞላር
molar	Me	መንጋጋ (ጥርስ) ሞጌ
molar heat	Py	ሞላራዊ ግለት
molar heat capacity	Py	ሞላራዊ የግለት እቅበት
molarity	Ch	ሞላሪቲ
molars	Zo	ድሂር መንጋጋ
molar volume	Py	ሞላራዊ ምድገት
molasse	GI	ድግመ ዝቅጤ (ድህረ ግንባታ ተራራ መጥ ዝቅጤ)
molasses	Ag	ሞላሲስ
mold	Bt	ሻጋታ
mold	GI	ቅርፃካል (ቅርፀ አካል)
mold	Me	ሽገት ፣ ሽበት
mole	Ch	ሞል
molecular	Py	ሞሌኩላዊ
molecular biology	Bt	ሞለኪላዊ ስነ ህይወት
molecular formula	Ch	ሞሊኪውላዊ ቅመራ
molecular weight	Py	ሞሊኩላዊ ክብደት
molecule	Bt	ሞለኪውል
molecule	Ch	ሞለኪውል
molecule	Py	ሞለኩል
mole fraction	Ch	ሞል ክፍልፋይ
mole of break-water	Gg	ውሃገት
mollusc	Zo	ዛጎል ለበስ
Mollweide's projection	Gg	ሞልዊዶ ውድቅያ
molt	Ag	ላባማርገፍ
moybdenite	Gl	ሞሊብዲነት
moment	Bc	ሃይለርቀት
moment	Em	ዙሪት
moment	St	ምክለት
moment distribnution	Bc	ጉብጣይል ስርጭ
moment generating function	St	ምክለት አመንጪ ቅንብር
moment of	Py	ድብራ
moment of a couple	Py	ድብራ ዘውግ
moment of force	Py	ድብራ ሃይል
moment of inertia	Py	ድብራ ፍዘት
momentum	Em	አይገብሬ ሀይል
momentum	Py	እንድርድረት
monadnock	Gg	ብቻቀር ተራራ
monadnock	GI	ሜዳ ኮረብታ
monera	Bt	ሞኔራ
monetize	Gg	መጠረዝ
Mongolian race	Gg	ብጫ ዝርያ
monitor	Bc	ሚኒተር መስኮት
monitor	Em	መቆጣጠሪያ
mono-atomic	Ch	አንድ አቶማዊ
monochromatic	Py	ቀለመ አንድ
moniochromator	Ch	አንድ ቀለማይ
monocious	Bt	አንድ ቤቱ
monocline	Gg	ነጠላ ጉብጥ
monocline	GI	ነጠላ ጉብጥ
monoclinci	Ch	ሞኖክሊኒክ
monoclinci	GI	ሞኖክሊኒክ
monoclinic sulfur	Ch	ሞኖክሊኒክ ድኝ
monocot (monocotyledon)	Bt	አንክ፟ክ፟ (አንድ ክክ)
monoicotyledon	Ag	አንክ፟ክ፟
monocluture	Ag	ፈረቃልባ መረታ
monocluture	Bt	አንድ ሰብል
monoecious	Ag	ካንዳፈሬ
monoecious	Zo	ድርብ ጾታይ
monoestrus	Zo	ነጠላ ፍትወት
monogastric	Ag	ክብዳንዴ
monohybrid	Zo	ነጠላ ድቅል
monolith	Bc	አልቅጥል
monomer	Ch	ሞኖመር
monomial	Ma	አንዳዊ
monomorphism	Ma	ሞኖሞርፊዝም
monosaccharide	Bt	ንጥል ሶከር
monostable	Em	ነጠላ ርጋቴ
monothallic	Bt	አንድ ብቃይ
monotonic function	Ma	ሞኖቶናዊ ቅን ተዛምዶ
monotremes	Zo	ጠጣይ አጥቢ (እንቁላል ጣይ አጥቢ)
monozygotic twins	Zo	አሀድ መንትያ
monsoon	Gg	ስግር ነፋስ
monsoon forest	Gg	ስግር ጫካ
mons pubis	Me	ጭገር ዲብ
montmorillonite	GI	ሞንርሞሪሎኒት
monument	Bc	ምዕራፍ
moor	Gg	ዱር
mooring buoy	Gg	መመህለቂያ እንስፍ
moraine	Gg	አንጋፎ
moraine	GI	በረዶ ገፍ ክምችት
morbidity	Me	በሽተኛነት
mordant	Ch	መቀለ፟፟ምያ
morgue	Me	ሬሳ ቤት
moribund	Me	ድንጋዜ (ደነገዘ)
morning sickness	Me	ቅሪት ትፋት
moron	Me	ነከርት
morphine	Me	ሞርን
morphogenesis	Bt	ቅርፀ ዘፍጥረት
morphognesis	Zo	ፍጣሬ ቅርፅ
morphogy	Bt	ስነ ቅርጽ
morphology	GI	ቅርፀት (ከ"ቅርጽ")
morphometry	Gg	ልከፈጥር
mortadella	Nu	ሞርታዴላ
mortality	Gg	ምወት
mortality	Me	ገዳይት
mortality	St	ሙተት
mortality rate	Ag	የጠፍነት መጠን
mortality rate	St	ሙተት ምጣኔ
mortar	Bc	ሞርታር
mortar	Ch	ሙቀጭ፟፟ት
mortar	GI	አነስተኛ ሙቀጫ
motise	Bc	ሴቴ
mortise and tenon joints	Bc	ሴቶንዴ ገጠም
mortise lock	Bc	ሰረገላ ቁልፍ
morula	Zo	አሎሎ ፅንስ
mosaic	Bc	ሞዛይክ
mosaic	GI	ህቡር (ከ"ህብር")
mosaic	Py	ቅንስል
moss	Bt	ሳረንስት
moss	Gg	በለሌ
motel	Bc	ሞቴል
moth	Zo	እሳት እራት
mother cell	Bt	እናት ህዋስ
mother cell	Zo	እናት ሕዋስ
mother liquoir	Ch	ቀራር
motile	Me	እሚላወስ
motion	Py	እንቅስቃሴ
motional	Py	እንቅስቃሴያዊ
motional electromotive  force	Py	እንቅስቃሴያዊ ኤሌክትሮግፊ ሃይል
motor	Me	አንቀሳቃሽ
motor end plate	Zo	ቀስቃሽ መጣብቀ ነርቭ
motor nerve	Zo	ቀስቃሽ ነርቭ
motor neuron	Zo	ቀስቃሽ ህዋስ ነርቭ
motor starter	Em	ሞተር ማስነሻ
mould	Bc	ቅርሰጥ
mould	Em	ቤተ ቅርፅ
moulding	Me	ሙልሞላ
mound (of water table)	Gg	ዲብ (መደብ አይነት ከፍ ያለቦታ)
mountain breeze	Gg	ተራራማ ለም አየር
mountain path	Gg	ሰርጥ
mounain (or altitude) sickness	Gg	ተራራ (ወይም ከፍታ) በሽታ
mouth (of a river)	Gg	አፍ (የውንዝ)
movable	Py	ተንቀሳቃሽ
movable pulley	Py	ትንቀሳቃሽ በከራ
move(v)	Py	መንቀሳቀስ
movement	Py	ቅስቅሳት
moving average	St	ተንቀሳቃሽ አማካይ
mucin	Me	ባህል
mucus	Me	ንፋጭ
mucus membrane	Me	ንፋጭ ገለፈት
mucus secretion	Me	ንፋጭ ምንጨት
mud	GI	ጭቃ
mudflat	Gg	ጭቃጌ  (ጭቃቦታ)
mudflow	GI	ጭቃፍስ
mud stone	Gg	ጭቃብን (ጭቃእብን)
mudstone	GI	ጭቃ ድንጋይ
mud volcano	Gg	ጭቃትፍ ገሞራ
mud volcano	GI	ጭቃ ገሞራ
muff coupling	Em	ቱቧዊ ማቀናጃ
muffle	Ch	ዳፍን
muffle furnace	Ch	ዳፍን እቶን
mulch	Ag	ትነ፟ትከል
mullato	Gg	ክልስ
mullion	Bc	ቁም ክፍል
mullions	GI	ሽብሽበት
multicellular	Bt	ብዙ ህዋሳዊ
multicellular	Zo	ብዙ ህዋሳዊ
multichannel	Py	ሰርጠ ብዙ
multi-colinearity	St	ተለዋዋጮች ተዛምዶነት
multigraida	Me	ብዙ ወላድ
multi-nomial	St	ብዙ አቀፍ
multinucleate	Bt	ብዙ ኑክለሳዊ
multiple	Ma	ተካፋይ
multiple	Py	ብዝ
multiple birth	St	ድርብርብ ልደት
multiple correlation coefficient	St	ብዙዮሽ ተዛምዶ መለኪያ
multiple cropping	Bt	ድብልቅ ሰበላ
multiple fission	Zo	ብዙህ ቁርሰት
multiple integral	Ma	ብዙዮሽ እጎራ
multiple proportion	Py	ብዝ ምዝነት
multiple regression	St	ብዙዮሽ ድህረት
multiplex (v)	Em	ማሰባጠር
multiplicand	Ma	ተባዥ
multiplication	Ma	ማባዛት
multiplication constant	Py	የብዜት ኢተለዋዋጭ
multiplicative identity	Ma	ብዜት መሆን
multiplicative inverse	Ma	ብዜት አምካኝ
multiplicative model	St	ብዜት ሜዴል
multiplicative property (of derivatives)	Ma	የተባዥነት ባህርይ
multiplicity of a root	Ma	ዘር ድግግሞሽ
multiplier	Em	አባዥ
multiplier	Ma	አባዥ
multiplier	Py	አባዢ
multiply connected	Ma	ብዙዮሽ ትይይዝ
multistage	Py	አንጓብዙ
multistage sampling	St	ብዙ ደረጃ ንሞና
multi variate	St	ብዙ ተለዋዋጭ
multi-vibrator	Em	ምጥን አርገብጋቢ
mu-meson	Py	ሚውሜዞን
mumps	Me	ጆሮ ደግፍ
muntin	Bc	በር ቁም ክፍል
muon	Py	ሙዎን
murmur	Me	ኩርርታ
muscle	Me	ጡንቻ
muscle	Py	ጡንቻ
muscle cramps	Zo	ጭብጠተ ጡንቻ
muscle fatigue	Zo	ዝለት
muscle fibre	Zo	ጡንቻ ክር
muscle spindle	Zo	ድውረ ጡንቻ
musculalure	Zo	ጡንችት
mushroom	Bt	እንጉዳይ
mutagen	Zo	ቀያር
mutant	Zo	ቅይር
mutation	Ag	ድንገለውጥ
mutation	Zo	ቅይርታ
mutton	Ag	በግስጋ
mutual	Py	ጋራዊ
mutual inductance	Em	ወላዊ አስተጋቦ
mutual inductance	Py	ጋራዊ ስርጾሽ
mutualism	Bt	ተደጋግፎት
mutually exclusive events	St	ተጋጋጅ ኩነቶች
muzzle	Ag	አፋንፍ
muzzle velocity	Py	አፈሙዝ ፍጥነት
mycelium	Bt	አካለፈንገስ
myco-bacterium	Me	ዘረንጉዳይ
mycocardium	Me	ልብ ጡንቻ
mycology	Bt	ስነፈንገስ
mycoplasma (pplo)	Bt	እኑስ ህዋስ
mycorrhiza	Bt	ማይኮሪዛ
myelin sheath	Zo	ቅባቴ ሽፋን
mylonite	GI	ሚዮሊኒት
myometrium	Me	ማህፀን ጡንቻ
myopia	Me	ቅርብ እይታ
myopia	Py	ዳፍንት
myopia (near sightedness) (short sightedness)	Zo	ቅርብ እይታ
myxomycetes	Bt	ሚክሶማይሴት
nacking	Bc	አንጋውጣ
nadir	Gg	ታችናት (ታች አናት)
nadir	Py	መቀሰማይ
naevus	Me	ሽታ
nagging	Bc	መሙሊት አፅመንፃ
nailer	Bc	ምስማር ቀበል
nails	Bc	ምስማር
naked bud	Bt	እርቃንጓእ
nand gate	Em	አልና ኬላ
nano tesla	Py	ናኖ-ቴስላ
naphta	Ch	ናፍታ
nappe	Bc	ፍፍቴ
nappe	GI	ግድም እጥፈት
narcotic	Me	አደንጋዥ
nasal cavity	Zo	ሰርን
nascent (adj)	Ch	ፅን፟ስ
nascent hydrogen	Ch	ፅን፟ስ ሃይድሮጅን
nasogastric	Me	አንፈከርስ
masopharynx	Me	ስርነቅ
nastic movement	Bt	ምላሽ እንቅስቃሴ
natality	Gg	ውልደት
national grid	Gg	ብሄራዊ ፍርግርግ
national income	St	ብሄራዊ  ገቢ
national income accounts	St	ብሄራዊ ገቢ ሂሳብ
national park	Bt	ብሄራዊ ፓርክ
national park	Gg	ብሄራዊ ክልል
national product at market prices	St	(የ) ተጣራ ብሄራዊ የምርት ውጤት በገበያ ዋጋ
native pasture	Ag	ነባር ግጦሽ
natrual	Py	ፍጥረታዊ (ባህሪያዊ)
natural	Zo	ተፈጥሮአዊ
natural axis	Bc	ግልል መስመር
natural bridge	Gg	ተፈጥሯዊ ድልድይ
natural classification	Bt	ተፈጥሮዋዊ ምደባ
natural cycle	Gg	ተፈጥሯዊ ኡደት
natural enviroment	Gg	ተፈጥሯዊ አካባቢ
natural frequency	Py	በባህሪያዊ ዝውተራ
natural fuslon	Py	ፍትረታዊ እርስሰት
natural gas	Ch	ተፈጥሮ ጋዝ
natural gas	Gg	ተፈጥሯዊ ጋዝ
natural gas	GI	የተፈጥሮ ጋዝ
natural habitat	Bt	ተፈጥሮ ምቹጌ
natural harbor	Gg	ተፈጥሯዊ መውደቢያ
natural increase (of population)	Gg	ተፈጥሯዊ ጭምረት (የህዝብ)
naturalist	Bt	ሊቀ- ተፈጥሮ
natural levee	Gg	ተፈጥሯዊ ከታር
natural logarithm	Ma	ተፈጥሮአዊ ሎጋሪዝም
natural oil	GI	የተፈጥሮ ዘይት
natural partheno genesis	Zo	መራቦ
natural product	Ch	ተፈጥሮ ውጤት
natural rate of increase	St	ተፈጥሮአዊ የእድገት መጠን
natural resource	Bt	ተፈጥሮ ሃብት
natural resource	Gg	ተፈጥሯዊ ጥሪት
natural selection	Zo	ተፈጥሯዊ ምርጦሽ
natural setting	Gg	ተፈጥሯዊ መቅመጥ
nature	Ch	ተፈጥሮ
nausea	Me	ማቅለሽለሽ
nautical mile	Gg	ማይለባህር
n-dimensional	Ma	ግጠ-ቀ
n-dimensional space	Ma	ግጠ-ቀ ጠፈር
Neanderthal man	Zo	ኒያንደርታዊ ሰው
neap tide	Gg	ንኡስ ማእበል
neap tide	GI	ዝቅ ማበል
nebula	Gg	ድምኔ
nebula	GI	ድብዝ ስብስብ ክዋክብት
nebula	Py	ኔቡላ
nebular hypothesis	Gg	ድምናዊ መላምት
neck	Ag	አንገት
neck cut off	GI	አንገት ተቋርጦሽ
necrosis	Ag	እረት
necrosis	Me	ህዋስሞት
nectar	Bt	አበባ ወለላ
nectary	Bt	ወለላፍልቅ (ወለላ አፍልቅ)
needle	Bc	ቮልኮ ጋግራ
needle leaf	Bt	መርፌ ቅጠል
needle valve	Em	መርፌ ክፍክድ
negation	Ma	አፍራሽ
negative	Em	አሉታ
negative	Ma	ኔጋቲቭ
negative	Py	አሉታ
negative anagle	Ma	ኔጋቲቭ ዘዌ
negative charge	Py	አሉታ ሙል
negative geotropism	Bt	አሉታ መፍቅደስበት
negative number	St	ቅንስ ቁጥር
negative quantity	Py	አሉታ መጠን
negative response	Bt	አሉታ ምላሽ
negative skewness	St	ግራዝመት (ቅንስ ዝመት)
negative value	Py	አሉታ አሰብ
negativity	Py	አሉታነት
negatoron	Py	ኔጋትሮን
nehring	GI	ኔህሪንግ
nektonic	GI	ባህረዋኝ ህይወት
nematodes	Zo	ወስፋት አስተኔ
neon	Py	ኒዮን
neonatal	Me	ህንጦነት
neonatla death rate	St	አዲስ ውልድሞት ምጣኔ
